State,ZipCode,EstimatedCombinedRate
TN,37010,0.097500
TN,37011,0.092500
TN,37012,0.097500
TN,37013,0.092500
TN,37014,0.097500
TN,37015,0.097500
TN,37016,0.097500
TN,37018,0.097500
TN,37019,0.092500
TN,37020,0.097500
TN,37022,0.097500
TN,37023,0.092500
TN,37024,0.092500
TN,37025,0.097500
TN,37026,0.097500
TN,37027,0.097500
TN,37028,0.092500
TN,37029,0.097500
TN,37030,0.097500
TN,37031,0.092500
TN,37032,0.097500
TN,37033,0.097500
TN,37034,0.097500
TN,37035,0.097500
TN,37036,0.097500
TN,37037,0.097500
TN,37040,0.095000
TN,37041,0.095000
TN,37042,0.095000
TN,37043,0.097500
TN,37044,0.095000
TN,37046,0.097500
TN,37047,0.095000
TN,37048,0.097500
TN,37049,0.097500
TN,37050,0.097500
TN,37051,0.097500
TN,37052,0.097500
TN,37055,0.097500
TN,37056,0.097500
TN,37057,0.097500
TN,37058,0.097500
TN,37059,0.097500
TN,37060,0.097500
TN,37061,0.097500
TN,37062,0.097500
TN,37063,0.097500
TN,37064,0.097500
TN,37065,0.097500
TN,37066,0.092500
TN,37067,0.097500
TN,37068,0.097500
TN,37069,0.097500
TN,37070,0.092500
TN,37071,0.097500
TN,37072,0.097500
TN,37073,0.097500
TN,37074,0.097500
TN,37075,0.092500
TN,37076,0.097500
TN,37077,0.092500
TN,37078,0.097500
TN,37079,0.095000
TN,37080,0.097500
TN,37082,0.097500
TN,37083,0.097500
TN,37085,0.097500
TN,37086,0.097500
TN,37087,0.097500
TN,37088,0.097500
TN,37089,0.097500
TN,37090,0.097500
TN,37091,0.097500
TN,37095,0.097500
TN,37096,0.097500
TN,37097,0.097500
TN,37098,0.097500
TN,37101,0.097500
TN,37110,0.097500
TN,37111,0.097500
TN,37115,0.092500
TN,37116,0.092500
TN,37118,0.097500
TN,37119,0.092500
TN,37121,0.097500
TN,37122,0.097500
TN,37127,0.097500
TN,37128,0.097500
TN,37129,0.097500
TN,37130,0.097500
TN,37131,0.097500
TN,37132,0.097500
TN,37133,0.097500
TN,37134,0.097500
TN,37135,0.097500
TN,37136,0.097500
TN,37137,0.097500
TN,37138,0.097500
TN,37140,0.097500
TN,37141,0.097500
TN,37142,0.095000
TN,37143,0.097500
TN,37144,0.097500
TN,37145,0.097500
TN,37146,0.097500
TN,37148,0.097500
TN,37149,0.097500
TN,37150,0.097500
TN,37151,0.090000
TN,37152,0.097500
TN,37153,0.097500
TN,37160,0.097500
